Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
9929,Social development child gestures other pulling hand,Q09,About social development and interest in others,Does your child ever use gestures other than pointing or pulling your hand to let you know what he or she wants,Yes;No,NN172,Child,SCQ,"",SCQ23,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9931,Social development child nod head,Q09,About social development and interest in others,Does your child nod their head to indicate yes,Yes;No,NN173,Child,SCQ,"",SCQ24,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9933,Social development child shake head,Q09,About social development and interest in others,Does your child shake their head to indicate no,Yes;No,NN174,Child,SCQ,"",SCQ25,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9935,Social development child directly talking,Q09,About social development and interest in others,Does your child usually look at you directly in the face when doing things with you or talking with you,Yes;No,NN175,Child,SCQ,"",SCQ26,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9937,Social development child smile smiles,Q09,About social development and interest in others,Does your child smile back if someone smiles at him or her,Yes;No,NN176,Child,SCQ,"",SCQ27,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9939,Social development child engage attention,Q09,About social development and interest in others,Does your child ever show you things that interest him or her to engage your attention,Yes;No,NN177,Child,SCQ,"",SCQ28,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9941,Social development child offer share other food,Q09,About social development and interest in others,Does your child ever offer to share things other than food with you,Yes;No,NN178,Child,SCQ,"",SCQ29,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9943,Social development child join enjoyment,Q09,About social development and interest in others,Does your child ever seem to want you to join in their enjoyment of something,Yes;No,NN179,Child,SCQ,"",SCQ30,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9945,Social development child comfort sad hurt,Q09,About social development and interest in others,Does your child ever try to comfort you when you are sad or hurt,Yes;No,NN180,Child,SCQ,"",SCQ31,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9947,Social development child gestures sounds words attention,Q09,About social development and interest in others,If your child wants something or wants help does he or she look at you and use gestures with sounds or words to get your attention,Yes;No,NN181,Child,SCQ,"",SCQ32,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9949,Social development child normal range facial expressions,Q09,About social development and interest in others,Does your child show a normal range of facial expressions,Yes;No,NN182,Child,SCQ,"",SCQ33,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9951,Social development child spontaneously join copy actions social games mulberry bush london bridge falling,Q09,About social development and interest in others,Does your child ever spontaneously join in and try to copy the actions in social games such as the mulberry bush or london bridge is falling down,Yes;No,NN183,Child,SCQ,"",SCQ34,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9953,Social development child play pretend games,Q09,About social development and interest in others,Does your child play any pretend or make believe games,Yes;No,NN184,Child,SCQ,"",SCQ35,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9954,Social development child other children approximately age,Q09,About social development and interest in others,Does your child seem interested in other children of approximately the same age whom he or she does not know,Yes;No,NN185,Child,SCQ,"",SCQ36,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9956,Social development child respond positively child approaches,Q09,About social development and interest in others,Does your child respond positively when another child approaches him or her,Yes;No,NN186,Child,SCQ,"",SCQ37,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9958,Social development start talking child calling pay attention,Q09,About social development and interest in others,If you come into a room and start talking to your child without calling their name does he or she usually look up and pay attention to you,Yes;No,NN187,Child,SCQ,"",SCQ38,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9960,Social development child play imaginative games child child understands other pretending,Q09,About social development and interest in others,Does your child ever play imaginative games with another child in such a way that you can tell that each child understands what the other is pretending,Yes;No,NN188,Child,SCQ,"",SCQ39,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9962,Social development child play cooperatively games form joining other children hide seek ball games,Q09,About social development and interest in others,Does your child play cooperatively in games that need some form of joining in with a group of other children such as hide and seek or ball games,Yes;No,NN189,Child,SCQ,"",SCQ40,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9964,Apply child child enjoys tasting foods,Q09,How well does this apply to your child,My child enjoys tasting new foods,Never;Seldom;Sometimes;Often;Always,NN190,Child,CEBQ,"",CEBQ01,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9965,Apply child child easily,Q09,How well does this apply to your child,My child gets full up easily,Never;Seldom;Sometimes;Often;Always,NN191,Child,CEBQ,"",CEBQ02,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9966,Apply child child eats happy,Q09,How well does this apply to your child,My child eats more when she is happy,Never;Seldom;Sometimes;Often;Always,NN192,Child,CEBQ,"",CEBQ03,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9967,Apply child choice child eat time,Q09,How well does this apply to your child,Given the choice my child would eat most of the time,Never;Seldom;Sometimes;Often;Always,NN193,Child,CEBQ,"",CEBQ04,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9968,Apply child child eats slowly,Q09,How well does this apply to your child,My child eats slowly,Never;Seldom;Sometimes;Often;Always,NN194,Child,CEBQ,"",CEBQ05,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9969,Apply child child eats worried,Q09,How well does this apply to your child,My child eats more when worried,Never;Seldom;Sometimes;Often;Always,NN195,Child,CEBQ,"",CEBQ06,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9970,Apply child child takes 30 minutes finish meal,Q09,How well does this apply to your child,My child takes more than 30 minutes to finish a meal,Never;Seldom;Sometimes;Often;Always,NN196,Child,CEBQ,"",CEBQ07,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9971,Apply child child meal finished,Q09,How well does this apply to your child,My child gets full before their meal is finished,Never;Seldom;Sometimes;Often;Always,NN197,Child,CEBQ,"",CEBQ08,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9972,Apply child child enjoys wide variety foods,Q09,How well does this apply to your child,My child enjoys a wide variety of foods,Never;Seldom;Sometimes;Often;Always,NN198,Child,CEBQ,"",CEBQ09,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9973,Apply child child tasting food hasnt tasted,Q09,How well does this apply to your child,My child is interested in tasting food they hasnt tasted before,Never;Seldom;Sometimes;Often;Always,NN199,Child,CEBQ,"",CEBQ10,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9974,Apply child chance child food mouth,Q09,How well does this apply to your child,If given the chance my child would always have food in their mouth,Never;Seldom;Sometimes;Often;Always,NN200,Child,CEBQ,"",CEBQ11,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9975,Apply child child eats anxious,Q09,How well does this apply to your child,My child eats more when anxious,Never;Seldom;Sometimes;Often;Always,NN201,Child,CEBQ,"",CEBQ12,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9976,Apply child allowed child eat,Q09,How well does this apply to your child,If allowed to my child would eat too much,Never;Seldom;Sometimes;Often;Always,NN202,Child,CEBQ,"",CEBQ13,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9977,Apply child child eats upset,Q09,How well does this apply to your child,My child eats less when upset,Never;Seldom;Sometimes;Often;Always,NN203,Child,CEBQ,"",CEBQ14,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9978,Apply child child leaves food plate meal,Q09,How well does this apply to your child,My child leaves food on their plate at the end of a meal,Never;Seldom;Sometimes;Often;Always,NN204,Child,CEBQ,"",CEBQ15,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9979,Apply child child eats angry,Q09,How well does this apply to your child,My child eats less when angry,Never;Seldom;Sometimes;Often;Always,NN205,Child,CEBQ,"",CEBQ16,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9980,Apply child child eats slowly meal,Q09,How well does this apply to your child,My child eats more and more slowly during the course of a meal,Never;Seldom;Sometimes;Often;Always,NN206,Child,CEBQ,"",CEBQ17,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,During the course of a meal,""
9981,Apply child child eats annoyed,Q09,How well does this apply to your child,My child eats more when annoyed,Never;Seldom;Sometimes;Often;Always,NN207,Child,CEBQ,"",CEBQ18,Eating,ChildrensEatingBehaviourQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",""
9982,Typical child forgets words e g rhinoceros animal horn nose,Q09,How often do you think this is typical for your child,Forgets words they knows e g instead of rhinoceros may say you know the animal with the horn on its nose,Never or rarely;Sometimes;Often;Very often,NN211,Child,CCC,"",CCC07,Language,ChildrensCommunicationChecklist,Q8yrs,Ch08Y,NN,Mother,"",""
9983,Typical child terms talking instance talking film explaining,Q09,How often do you think this is typical for your child,Uses terms like he or it without making it clear what they is talking about for instance when talking about a film might say he was really great without explaining who he is,Never or rarely;Sometimes;Often;Very often,NN212,Child,CCC,Coherence,CCC03,Language,ChildrensCommunicationChecklist,Q8yrs,Ch08Y,NN,Mother,"",""
9985,Typical child misses jokes puns amused nonverbal humour slaps,Q09,How often do you think this is typical for your child,Misses the point of jokes and puns though may be amused by nonverbal humour such as slapstick,Never or rarely;Sometimes;Often;Very often,NN213,Child,CCC,"",CCC08,Language,ChildrensCommunicationChecklist,Q8yrs,Ch08Y,NN,Mother,"",""
